,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,Game #
11,Shot Chart Detail,41700131,387,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-27,292,1,0,20180415,CLE,IND,1.0
12,Shot Chart Detail,41700131,400,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,20,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-222,68,1,0,20180415,CLE,IND,1.0
13,Shot Chart Detail,41700131,458,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,5,1,1,20180415,CLE,IND,1.0
14,Shot Chart Detail,41700131,521,2544,LeBron James,1610612739,Cleveland Cavaliers,4,10,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,14,1,1,20180415,CLE,IND,1.0
15,Shot Chart Detail,41700131,551,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,12,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-209,134,1,0,20180415,CLE,IND,1.0
16,Shot Chart Detail,41700131,598,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,68,185,1,0,20180415,CLE,IND,1.0
17,Shot Chart Detail,41700132,7,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,44,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,82,85,1,1,20180418,CLE,IND,2.0
18,Shot Chart Detail,41700132,9,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,17,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,0,1,1,20180418,CLE,IND,2.0
19,Shot Chart Detail,41700132,17,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,51,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-154,75,1,1,20180418,CLE,IND,2.0
20,Shot Chart Detail,41700132,23,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-157,223,1,1,20180418,CLE,IND,2.0
21,Shot Chart Detail,41700132,26,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,41,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-144,80,1,1,20180418,CLE,IND,2.0
22,Shot Chart Detail,41700132,30,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,123,17,1,0,20180418,CLE,IND,2.0
23,Shot Chart Detail,41700132,34,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,11,1,1,20180418,CLE,IND,2.0
24,Shot Chart Detail,41700132,50,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,211,1,1,20180418,CLE,IND,2.0
25,Shot Chart Detail,41700132,72,2544,LeBron James,1610612739,Cleveland Cavaliers,1,4,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,13,1,1,20180418,CLE,IND,2.0
26,Shot Chart Detail,41700132,79,2544,LeBron James,1610612739,Cleveland Cavaliers,1,4,27,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,85,1,0,20180418,CLE,IND,2.0
27,Shot Chart Detail,41700132,112,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-14,254,1,0,20180418,CLE,IND,2.0
28,Shot Chart Detail,41700132,124,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,32,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,-1,1,1,20180418,CLE,IND,2.0
29,Shot Chart Detail,41700132,247,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,50,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,1,20180418,CLE,IND,2.0
30,Shot Chart Detail,41700132,277,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,2,1,0,20180418,CLE,IND,2.0
31,Shot Chart Detail,41700132,286,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,15,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,15,1,1,20180418,CLE,IND,2.0
32,Shot Chart Detail,41700132,297,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,17,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,6,1,1,20180418,CLE,IND,2.0
33,Shot Chart Detail,41700132,329,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-82,178,1,1,20180418,CLE,IND,2.0
34,Shot Chart Detail,41700132,356,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,182,15,1,0,20180418,CLE,IND,2.0
35,Shot Chart Detail,41700132,401,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,1,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,175,89,1,1,20180418,CLE,IND,2.0
36,Shot Chart Detail,41700132,493,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,24,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,-2,1,1,20180418,CLE,IND,2.0
37,Shot Chart Detail,41700132,497,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,46,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-163,84,1,1,20180418,CLE,IND,2.0
38,Shot Chart Detail,41700132,520,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,13,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,76,134,1,0,20180418,CLE,IND,2.0
39,Shot Chart Detail,41700132,524,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,33,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,171,58,1,1,20180418,CLE,IND,2.0
40,Shot Chart Detail,41700132,557,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,58,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-154,198,1,0,20180418,CLE,IND,2.0
41,Shot Chart Detail,41700133,22,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,52,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,45,100,1,1,20180420,IND,CLE,3.0
42,Shot Chart Detail,41700133,43,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,58,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20180420,IND,CLE,3.0
43,Shot Chart Detail,41700133,70,2544,LeBron James,1610612739,Cleveland Cavaliers,1,5,30,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,15,1,0,20180420,IND,CLE,3.0
44,Shot Chart Detail,41700133,102,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,23,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,19,1,1,20180420,IND,CLE,3.0
45,Shot Chart Detail,41700133,118,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,18,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-1,1,1,20180420,IND,CLE,3.0
46,Shot Chart Detail,41700133,128,2544,LeBron James,1610612739,Cleveland Cavaliers,1,1,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-47,187,1,0,20180420,IND,CLE,3.0
47,Shot Chart Detail,41700133,210,2544,LeBron James,1610612739,Cleveland Cavaliers,2,6,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-10,257,1,1,20180420,IND,CLE,3.0
48,Shot Chart Detail,41700133,237,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-21,56,1,0,20180420,IND,CLE,3.0
49,Shot Chart Detail,41700133,241,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,26,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,14,1,1,20180420,IND,CLE,3.0
50,Shot Chart Detail,41700133,282,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,8,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-71,195,1,0,20180420,IND,CLE,3.0
51,Shot Chart Detail,41700133,316,2544,LeBron James,1610612739,Cleveland Cavaliers,3,10,39,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-159,142,1,0,20180420,IND,CLE,3.0
52,Shot Chart Detail,41700133,328,2544,LeBron James,1610612739,Cleveland Cavaliers,3,10,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,20,1,1,20180420,IND,CLE,3.0
53,Shot Chart Detail,41700133,347,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,1,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,71,17,1,0,20180420,IND,CLE,3.0
54,Shot Chart Detail,41700133,359,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,0,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,143,76,1,0,20180420,IND,CLE,3.0
55,Shot Chart Detail,41700133,407,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-183,200,1,0,20180420,IND,CLE,3.0
56,Shot Chart Detail,41700133,426,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,10,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,127,17,1,0,20180420,IND,CLE,3.0
57,Shot Chart Detail,41700133,505,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,40,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-61,17,1,1,20180420,IND,CLE,3.0
58,Shot Chart Detail,41700133,542,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-175,202,1,1,20180420,IND,CLE,3.0
59,Shot Chart Detail,41700133,549,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,203,137,1,1,20180420,IND,CLE,3.0
60,Shot Chart Detail,41700133,577,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,36,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,143,221,1,0,20180420,IND,CLE,3.0
61,Shot Chart Detail,41700133,588,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,38,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-65,285,1,1,20180420,IND,CLE,3.0
62,Shot Chart Detail,41700133,598,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,93,269,1,0,20180420,IND,CLE,3.0
63,Shot Chart Detail,41700134,14,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-174,167,1,0,20180422,IND,CLE,4.0
64,Shot Chart Detail,41700134,27,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,8,5,1,1,20180422,IND,CLE,4.0
65,Shot Chart Detail,41700134,57,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,19,1,1,20180422,IND,CLE,4.0
66,Shot Chart Detail,41700134,67,2544,LeBron James,1610612739,Cleveland Cavaliers,1,6,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,14,1,1,20180422,IND,CLE,4.0
67,Shot Chart Detail,41700134,96,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,59,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20180422,IND,CLE,4.0
68,Shot Chart Detail,41700134,111,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-155,150,1,1,20180422,IND,CLE,4.0
69,Shot Chart Detail,41700134,188,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,9,1,1,20180422,IND,CLE,4.0
70,Shot Chart Detail,41700134,206,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,18,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,0,71,1,1,20180422,IND,CLE,4.0
71,Shot Chart Detail,41700134,214,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-218,131,1,0,20180422,IND,CLE,4.0
72,Shot Chart Detail,41700134,235,2544,LeBron James,1610612739,Cleveland Cavaliers,2,5,26,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20180422,IND,CLE,4.0
73,Shot Chart Detail,41700134,286,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,8,1,1,20180422,IND,CLE,4.0
74,Shot Chart Detail,41700134,382,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,16,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-77,274,1,0,20180422,IND,CLE,4.0
75,Shot Chart Detail,41700134,411,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-112,157,1,0,20180422,IND,CLE,4.0
76,Shot Chart Detail,41700134,450,2544,LeBron James,1610612739,Cleveland Cavaliers,3,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-180,226,1,0,20180422,IND,CLE,4.0
77,Shot Chart Detail,41700134,468,2544,LeBron James,1610612739,Cleveland Cavaliers,4,11,26,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,44,23,1,1,20180422,IND,CLE,4.0
78,Shot Chart Detail,41700134,514,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,16,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,58,104,1,0,20180422,IND,CLE,4.0
79,Shot Chart Detail,41700134,535,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,2,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,156,17,1,1,20180422,IND,CLE,4.0
80,Shot Chart Detail,41700134,541,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,8,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-43,57,1,0,20180422,IND,CLE,4.0
81,Shot Chart Detail,41700134,571,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,4,1,1,20180422,IND,CLE,4.0
82,Shot Chart Detail,41700134,579,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,8,1,1,20180422,IND,CLE,4.0
83,Shot Chart Detail,41700134,585,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,174,178,1,0,20180422,IND,CLE,4.0
84,Shot Chart Detail,41700134,593,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,30,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-193,10,1,0,20180422,IND,CLE,4.0
85,Shot Chart Detail,41700135,8,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,23,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,4,1,1,20180425,CLE,IND,5.0
86,Shot Chart Detail,41700135,48,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,18,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-70,75,1,0,20180425,CLE,IND,5.0
87,Shot Chart Detail,41700135,87,2544,LeBron James,1610612739,Cleveland Cavaliers,1,4,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,2,1,1,20180425,CLE,IND,5.0
88,Shot Chart Detail,41700135,133,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20180425,CLE,IND,5.0
89,Shot Chart Detail,41700135,142,2544,LeBron James,1610612739,Cleveland Cavaliers,1,1,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,25,1,1,20180425,CLE,IND,5.0
90,Shot Chart Detail,41700135,145,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,10,1,1,20180425,CLE,IND,5.0
91,Shot Chart Detail,41700135,148,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,4,1,1,20180425,CLE,IND,5.0
92,Shot Chart Detail,41700135,250,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,1,20180425,CLE,IND,5.0
93,Shot Chart Detail,41700135,253,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,1,1,0,20180425,CLE,IND,5.0
94,Shot Chart Detail,41700135,258,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,46,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,-11,1,1,20180425,CLE,IND,5.0
95,Shot Chart Detail,41700135,287,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,10,1,1,20180425,CLE,IND,5.0
96,Shot Chart Detail,41700135,321,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,24,107,1,0,20180425,CLE,IND,5.0
97,Shot Chart Detail,41700135,331,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,51,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,10,1,1,20180425,CLE,IND,5.0
98,Shot Chart Detail,41700135,336,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,-4,1,1,20180425,CLE,IND,5.0
99,Shot Chart Detail,41700135,360,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,4,1,1,20180425,CLE,IND,5.0
100,Shot Chart Detail,41700135,399,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,11,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-11,55,1,0,20180425,CLE,IND,5.0
101,Shot Chart Detail,41700135,401,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,9,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20180425,CLE,IND,5.0
102,Shot Chart Detail,41700135,446,2544,LeBron James,1610612739,Cleveland Cavaliers,3,1,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,41,263,1,0,20180425,CLE,IND,5.0
103,Shot Chart Detail,41700135,469,2544,LeBron James,1610612739,Cleveland Cavaliers,3,0,7,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-78,161,1,0,20180425,CLE,IND,5.0
104,Shot Chart Detail,41700135,483,2544,LeBron James,1610612739,Cleveland Cavaliers,4,10,39,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,1,173,1,1,20180425,CLE,IND,5.0
105,Shot Chart Detail,41700135,528,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,35,Missed Shot,Step Back Jump shot,3PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-218,-13,1,0,20180425,CLE,IND,5.0
106,Shot Chart Detail,41700135,546,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-120,213,1,0,20180425,CLE,IND,5.0
107,Shot Chart Detail,41700135,579,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,42,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-52,71,1,0,20180425,CLE,IND,5.0
